-3.9000,1.9700,0.3808,0.3808
-3.9500,1.9700,0.4031,0.4031
-4.0000,1.9700,0.4272,0.4272
-4.0500,1.9700,0.4472,0.4472
-4.1000,1.9700,0.4717,0.4717
-4.1500,1.9700,0.4924,0.4924
-4.2000,1.9700,0.5025,0.5025
-4.2500,1.9700,0.5099,0.5099
-4.3000,1.9700,0.5220,0.5220
-4.3500,1.9700,0.5385,0.5385
-4.4000,1.9700,0.5523,0.5523
-4.4500,1.9700,0.5590,0.5590
-4.5000,1.9200,0.6185,0.6185
-4.5500,1.9200,0.6325,0.6325
-4.6000,1.8700,0.6964,0.6964
-4.6500,1.8200,0.7071,0.7071
-4.7000,1.7700,0.7071,0.7071
-4.7500,1.7200,0.7106,0.7106
-4.8000,1.6700,0.7071,0.7071
-4.8500,1.6200,0.6946,0.6946
-4.8500,1.5700,0.7071,0.7071
-4.9000,1.5200,0.6946,0.6946
-4.9500,1.4700,0.6801,0.6801
-4.9500,1.4200,0.6946,0.6946
-5.0000,1.3700,0.6946,0.6946
-5.0000,1.3200,0.6946,0.6946
-5.0500,1.2700,0.7106,0.7106
-5.0500,1.2200,0.6946,0.6946
-5.1000,1.1700,0.7106,0.7106
-5.1500,1.1200,0.7106,0.7106
-5.1500,1.0700,0.6946,0.6946
-5.2000,1.0200,0.7159,0.7159
-5.2500,0.9700,0.6946,0.6946
-5.2500,0.9200,0.7071,0.7071
-5.3000,0.8700,0.6946,0.6946
-5.3000,0.8200,0.6801,0.6801
-5.3500,0.7700,0.6946,0.6946
-5.3500,0.7200,0.6708,0.6708
-5.4000,0.6700,0.6964,0.6964
-5.4500,0.6200,0.6946,0.6946
-5.4500,0.5700,0.6946,0.6946
-5.5000,0.5200,0.7106,0.7106
-5.5500,0.4700,0.6946,0.6946
-5.5500,0.4200,0.6946,0.6946
-5.6000,0.3700,0.6946,0.6946
-5.6000,0.3200,0.6946,0.6946
-5.6500,0.2700,0.7106,0.7106
-5.6500,0.2200,0.6946,0.6946
-5.7000,0.1700,0.7159,0.7159
-5.7500,0.1200,0.7106,0.7106
-5.7500,0.0700,0.7211,0.7211
-5.8000,0.0200,0.7211,0.7211
-5.8000,-0.0300,0.7159,0.7159
-5.8000,-0.0800,0.6964,0.6964
-5.8000,-0.1300,0.6801,0.6801
-5.8500,-0.1800,0.7159,0.7159
-5.8500,-0.2300,0.6964,0.6964
-5.8500,-0.2800,0.6801,0.6801
-5.9000,-0.3300,0.7159,0.7159
-5.9000,-0.3800,0.7071,0.7071
-5.9000,-0.4300,0.7018,0.7018
-5.9000,-0.4800,0.7000,0.7000
-5.9000,-0.5300,0.7000,0.7000
-5.9000,-0.5800,0.7000,0.7000
-5.9000,-0.6300,0.7000,0.7000
-5.9000,-0.6800,0.7000,0.7000
-5.9000,-0.7300,0.7000,0.7000
-5.9000,-0.7800,0.7000,0.7000
-5.9000,-0.8300,0.7000,0.7000
-5.9000,-0.8800,0.7000,0.7000
-5.9000,-0.9300,0.7000,0.7000
-5.8500,-0.9800,0.6500,0.6500
-5.8500,-1.0300,0.6500,0.6500
-5.8500,-1.0800,0.6500,0.6500
-5.8500,-1.1300,0.6500,0.6500
-5.8500,-1.1800,0.6500,0.6500
-5.8000,-1.2300,0.6000,0.6000
-5.8000,-1.2800,0.6021,0.6021
-5.8000,-1.3300,0.6083,0.6083
-5.8000,-1.3800,0.6185,0.6185
-5.8000,-1.4300,0.6325,0.6325
-5.7500,-1.4800,0.6042,0.6042
-5.7500,-1.5300,0.6185,0.6185
